year,lad_code,lad_name,region,nation,median_gross_annual_earnings
2018,E07000118,Fylde,North West,E,30478.0
2019,E07000118,Fylde,North West,E,31392.0
2020,E07000118,Fylde,North West,E,32334.0
2021,E07000118,Fylde,North West,E,33304.0
2022,E07000118,Fylde,North West,E,34303.0
2023,E07000118,Fylde,North West,E,35332.0
2024,E07000118,Fylde,North West,E,36392.0
2010,E07000119,Hyndburn,North West,E,24133.0
2011,E07000119,Hyndburn,North West,E,24809.0
2012,E07000119,Hyndburn,North West,E,25503.0
2013,E07000119,Hyndburn,North West,E,26217.0
2014,E07000119,Hyndburn,North West,E,26951.0
2015,E07000119,Hyndburn,North West,E,27706.0
2016,E07000119,Hyndburn,North West,E,28537.0
2017,E07000119,Hyndburn,North West,E,29393.0
2018,E07000119,Hyndburn,North West,E,30275.0
2019,E07000119,Hyndburn,North West,E,31183.0
2020,E07000119,Hyndburn,North West,E,32119.0
2021,E07000119,Hyndburn,North West,E,33082.0
2022,E07000119,Hyndburn,North West,E,34075.0
2023,E07000119,Hyndburn,North West,E,35097.0
2024,E07000119,Hyndburn,North West,E,36150.0
2010,E07000120,Lancaster,North West,E,21913.0
2011,E07000120,Lancaster,North West,E,22526.0
2012,E07000120,Lancaster,North West,E,23157.0
2013,E07000120,Lancaster,North West,E,23805.0
2014,E07000120,Lancaster,North West,E,24472.0
2015,E07000120,Lancaster,North West,E,25157.0
2016,E07000120,Lancaster,North West,E,25912.0
2017,E07000120,Lancaster,North West,E,26689.0
2018,E07000120,Lancaster,North West,E,27490.0
2019,E07000120,Lancaster,North West,E,28315.0
2020,E07000120,Lancaster,North West,E,29164.0
2021,E07000120,Lancaster,North West,E,30039.0
2022,E07000120,Lancaster,North West,E,30940.0
2023,E07000120,Lancaster,North West,E,31868.0
2024,E07000120,Lancaster,North West,E,32824.0
2010,E07000121,Pendle,North West,E,19286.0
2011,E07000121,Pendle,North West,E,19826.0
2012,E07000121,Pendle,North West,E,20381.0
2013,E07000121,Pendle,North West,E,20951.0
2014,E07000121,Pendle,North West,E,21538.0
2015,E07000121,Pendle,North West,E,22141.0
2016,E07000121,Pendle,North West,E,22805.0
2017,E07000121,Pendle,North West,E,23489.0
2018,E07000121,Pendle,North West,E,24194.0
2019,E07000121,Pendle,North West,E,24919.0
2020,E07000121,Pendle,North West,E,25667.0
2021,E07000121,Pendle,North West,E,26437.0
2022,E07000121,Pendle,North West,E,27230.0
2023,E07000121,Pendle,North West,E,28047.0
2024,E07000121,Pendle,North West,E,28888.0
2010,E07000122,Preston,North West,E,25486.0
2011,E07000122,Preston,North West,E,26199.0
2012,E07000122,Preston,North West,E,26933.0
2013,E07000122,Preston,North West,E,27687.0
2014,E07000122,Preston,North West,E,28462.0
2015,E07000122,Preston,North West,E,29259.0
2016,E07000122,Preston,North West,E,30137.0
2017,E07000122,Preston,North West,E,31041.0
2018,E07000122,Preston,North West,E,31972.0
2019,E07000122,Preston,North West,E,32932.0
2020,E07000122,Preston,North West,E,33920.0
2021,E07000122,Preston,North West,E,34937.0
2022,E07000122,Preston,North West,E,35985.0
2023,E07000122,Preston,North West,E,37065.0
2024,E07000122,Preston,North West,E,38177.0
2010,E07000123,Ribble Valley,North West,E,23434.0
2011,E07000123,Ribble Valley,North West,E,24090.0
2012,E07000123,Ribble Valley,North West,E,24765.0
2013,E07000123,Ribble Valley,North West,E,25458.0
2014,E07000123,Ribble Valley,North West,E,26171.0
2015,E07000123,Ribble Valley,North West,E,26904.0
2016,E07000123,Ribble Valley,North West,E,27711.0
2017,E07000123,Ribble Valley,North West,E,28542.0
2018,E07000123,Ribble Valley,North West,E,29398.0
2019,E07000123,Ribble Valley,North West,E,30280.0
2020,E07000123,Ribble Valley,North West,E,31189.0
2021,E07000123,Ribble Valley,North West,E,32124.0
2022,E07000123,Ribble Valley,North West,E,33088.0
2023,E07000123,Ribble Valley,North West,E,34081.0
2024,E07000123,Ribble Valley,North West,E,35103.0
2010,E07000124,Rossendale,North West,E,20654.0
2011,E07000124,Rossendale,North West,E,21232.0
2012,E07000124,Rossendale,North West,E,21827.0
2013,E07000124,Rossendale,North West,E,22438.0
2014,E07000124,Rossendale,North West,E,23066.0
2015,E07000124,Rossendale,North West,E,23712.0
2016,E07000124,Rossendale,North West,E,24424.0
2017,E07000124,Rossendale,North West,E,25156.0
2018,E07000124,Rossendale,North West,E,25911.0
2019,E07000124,Rossendale,North West,E,26688.0
2020,E07000124,Rossendale,North West,E,27489.0
2021,E07000124,Rossendale,North West,E,28314.0
2022,E07000124,Rossendale,North West,E,29163.0
2023,E07000124,Rossendale,North West,E,30038.0
2024,E07000124,Rossendale,North West,E,30939.0
2010,E07000125,South Ribble,North West,E,24373.0
2011,E07000125,South Ribble,North West,E,25056.0
2012,E07000125,South Ribble,North West,E,25757.0
2013,E07000125,South Ribble,North West,E,26478.0
2014,E07000125,South Ribble,North West,E,27220.0
2015,E07000125,South Ribble,North West,E,27982.0
2016,E07000125,South Ribble,North West,E,28822.0
2017,E07000125,South Ribble,North West,E,29686.0
2018,E07000125,South Ribble,North West,E,30577.0
2019,E07000125,South Ribble,North West,E,31494.0
2020,E07000125,South Ribble,North West,E,32439.0
2021,E07000125,South Ribble,North West,E,33412.0
2022,E07000125,South Ribble,North West,E,34415.0
2023,E07000125,South Ribble,North West,E,35447.0
2024,E07000125,South Ribble,North West,E,36511.0
2010,E07000126,West Lancashire,North West,E,22127.0
2011,E07000126,West Lancashire,North West,E,22746.0
2012,E07000126,West Lancashire,North West,E,23383.0
2013,E07000126,West Lancashire,North West,E,24038.0
2014,E07000126,West Lancashire,North West,E,24711.0
2015,E07000126,West Lancashire,North West,E,25403.0
2016,E07000126,West Lancashire,North West,E,26166.0
2017,E07000126,West Lancashire,North West,E,26950.0
2018,E07000126,West Lancashire,North West,E,27759.0
2019,E07000126,West Lancashire,North West,E,28592.0
2020,E07000126,West Lancashire,North West,E,29450.0
2021,E07000126,West Lancashire,North West,E,30333.0
2022,E07000126,West Lancashire,North West,E,31243.0
2023,E07000126,West Lancashire,North West,E,32180.0
2024,E07000126,West Lancashire,North West,E,33146.0
2010,E07000127,Wyre,North West,E,21533.0
2011,E07000127,Wyre,North West,E,22136.0
2012,E07000127,Wyre,North West,E,22756.0
2013,E07000127,Wyre,North West,E,23393.0
2014,E07000127,Wyre,North West,E,24048.0
2015,E07000127,Wyre,North West,E,24721.0
2016,E07000127,Wyre,North West,E,25462.0
2017,E07000127,Wyre,North West,E,26226.0
2018,E07000127,Wyre,North West,E,27013.0
2019,E07000127,Wyre,North West,E,27823.0
2020,E07000127,Wyre,North West,E,28658.0
2021,E07000127,Wyre,North West,E,29518.0
2022,E07000127,Wyre,North West,E,30403.0
2023,E07000127,Wyre,North West,E,31315.0
2024,E07000127,Wyre,North West,E,32255.0
2010,E07000129,Amber Valley,East Midlands,E,19216.0
2011,E07000129,Amber Valley,East Midlands,E,19754.0
2012,E07000129,Amber Valley,East Midlands,E,20307.0
2013,E07000129,Amber Valley,East Midlands,E,20876.0
2014,E07000129,Amber Valley,East Midlands,E,21460.0
2015,E07000129,Amber Valley,East Midlands,E,22061.0
2016,E07000129,Amber Valley,East Midlands,E,22722.0
2017,E07000129,Amber Valley,East Midlands,E,23404.0
2018,E07000129,Amber Valley,East Midlands,E,24106.0
2019,E07000129,Amber Valley,East Midlands,E,24829.0
2020,E07000129,Amber Valley,East Midlands,E,25574.0
2021,E07000129,Amber Valley,East Midlands,E,26341.0
2022,E07000129,Amber Valley,East Midlands,E,27132.0
2023,E07000129,Amber Valley,East Midlands,E,27946.0
2024,E07000129,Amber Valley,East Midlands,E,28784.0
2010,E07000130,Bolsover,East Midlands,E,23350.0
2011,E07000130,Bolsover,East Midlands,E,24004.0
2012,E07000130,Bolsover,East Midlands,E,24676.0
2013,E07000130,Bolsover,East Midlands,E,25367.0
2014,E07000130,Bolsover,East Midlands,E,26077.0
2015,E07000130,Bolsover,East Midlands,E,26807.0
2016,E07000130,Bolsover,East Midlands,E,27611.0
2017,E07000130,Bolsover,East Midlands,E,28440.0
2018,E07000130,Bolsover,East Midlands,E,29293.0
2019,E07000130,Bolsover,East Midlands,E,30172.0
2020,E07000130,Bolsover,East Midlands,E,31077.0
2021,E07000130,Bolsover,East Midlands,E,32009.0
2022,E07000130,Bolsover,East Midlands,E,32969.0
2023,E07000130,Bolsover,East Midlands,E,33958.0
2024,E07000130,Bolsover,East Midlands,E,34977.0
2010,E07000131,Chesterfield,East Midlands,E,20752.0
2011,E07000131,Chesterfield,East Midlands,E,21333.0
2012,E07000131,Chesterfield,East Midlands,E,21931.0
2013,E07000131,Chesterfield,East Midlands,E,22545.0
2014,E07000131,Chesterfield,East Midlands,E,23176.0
2015,E07000131,Chesterfield,East Midlands,E,23825.0
2016,E07000131,Chesterfield,East Midlands,E,24540.0
2017,E07000131,Chesterfield,East Midlands,E,25276.0
2018,E07000131,Chesterfield,East Midlands,E,26035.0
2019,E07000131,Chesterfield,East Midlands,E,26816.0
2020,E07000131,Chesterfield,East Midlands,E,27620.0
2021,E07000131,Chesterfield,East Midlands,E,28449.0
2022,E07000131,Chesterfield,East Midlands,E,29302.0
2023,E07000131,Chesterfield,East Midlands,E,30181.0
2024,E07000131,Chesterfield,East Midlands,E,31087.0
2010,E07000132,Derbyshire Dales,East Midlands,E,21305.0
2011,E07000132,Derbyshire Dales,East Midlands,E,21902.0
2012,E07000132,Derbyshire Dales,East Midlands,E,22515.0
2013,E07000132,Derbyshire Dales,East Midlands,E,23146.0
2014,E07000132,Derbyshire Dales,East Midlands,E,23794.0
2015,E07000132,Derbyshire Dales,East Midlands,E,24460.0
2016,E07000132,Derbyshire Dales,East Midlands,E,25194.0
2017,E07000132,Derbyshire Dales,East Midlands,E,25950.0
2018,E07000132,Derbyshire Dales,East Midlands,E,26729.0
2019,E07000132,Derbyshire Dales,East Midlands,E,27530.0
2020,E07000132,Derbyshire Dales,East Midlands,E,28356.0
2021,E07000132,Derbyshire Dales,East Midlands,E,29207.0
2022,E07000132,Derbyshire Dales,East Midlands,E,30083.0
2023,E07000132,Derbyshire Dales,East Midlands,E,30986.0
2024,E07000132,Derbyshire Dales,East Midlands,E,31915.0
2010,E07000133,Erewash,East Midlands,E,22074.0
2011,E07000133,Erewash,East Midlands,E,22692.0
2012,E07000133,Erewash,East Midlands,E,23327.0
2013,E07000133,Erewash,East Midlands,E,23980.0
2014,E07000133,Erewash,East Midlands,E,24652.0
2015,E07000133,Erewash,East Midlands,E,25342.0
2016,E07000133,Erewash,East Midlands,E,26103.0
2017,E07000133,Erewash,East Midlands,E,26886.0
2018,E07000133,Erewash,East Midlands,E,27692.0
2019,E07000133,Erewash,East Midlands,E,28523.0
2020,E07000133,Erewash,East Midlands,E,29379.0
2021,E07000133,Erewash,East Midlands,E,30260.0
2022,E07000133,Erewash,East Midlands,E,31168.0
2023,E07000133,Erewash,East Midlands,E,32103.0
2024,E07000133,Erewash,East Midlands,E,33066.0
2010,E07000134,High Peak,East Midlands,E,20753.0
2011,E07000134,High Peak,East Midlands,E,21334.0
2012,E07000134,High Peak,East Midlands,E,21932.0
2013,E07000134,High Peak,East Midlands,E,22546.0
2014,E07000134,High Peak,East Midlands,E,23177.0
2015,E07000134,High Peak,East Midlands,E,23826.0
2016,E07000134,High Peak,East Midlands,E,24540.0
2017,E07000134,High Peak,East Midlands,E,25276.0
2018,E07000134,High Peak,East Midlands,E,26035.0
2019,E07000134,High Peak,East Midlands,E,26816.0
2020,E07000134,High Peak,East Midlands,E,27620.0
2021,E07000134,High Peak,East Midlands,E,28449.0
2022,E07000134,High Peak,East Midlands,E,29302.0
2023,E07000134,High Peak,East Midlands,E,30181.0
2024,E07000134,High Peak,East Midlands,E,31087.0
2010,E07000135,North East Derbyshire,East Midlands,E,23403.0
2011,E07000135,North East Derbyshire,East Midlands,E,24058.0
2012,E07000135,North East Derbyshire,East Midlands,E,24732.0
2013,E07000135,North East Derbyshire,East Midlands,E,25424.0
2014,E07000135,North East Derbyshire,East Midlands,E,26136.0
2015,E07000135,North East Derbyshire,East Midlands,E,26868.0
2016,E07000135,North East Derbyshire,East Midlands,E,27675.0
2017,E07000135,North East Derbyshire,East Midlands,E,28505.0
2018,E07000135,North East Derbyshire,East Midlands,E,29360.0
2019,E07000135,North East Derbyshire,East Midlands,E,30241.0
2020,E07000135,North East Derbyshire,East Midlands,E,31148.0
2021,E07000135,North East Derbyshire,East Midlands,E,32082.0
2022,E07000135,North East Derbyshire,East Midlands,E,33045.0
2023,E07000135,North East Derbyshire,East Midlands,E,34036.0
2024,E07000135,North East Derbyshire,East Midlands,E,35057.0
2010,E07000136,South Derbyshire,East Midlands,E,25310.0
2011,E07000136,South Derbyshire,East Midlands,E,26019.0
2012,E07000136,South Derbyshire,East Midlands,E,26748.0
2013,E07000136,South Derbyshire,East Midlands,E,27497.0
2014,E07000136,South Derbyshire,East Midlands,E,28267.0
2015,E07000136,South Derbyshire,East Midlands,E,29058.0
2016,E07000136,South Derbyshire,East Midlands,E,29929.0
2017,E07000136,South Derbyshire,East Midlands,E,30827.0
2018,E07000136,South Derbyshire,East Midlands,E,31752.0
2019,E07000136,South Derbyshire,East Midlands,E,32705.0
2020,E07000136,South Derbyshire,East Midlands,E,33686.0
2021,E07000136,South Derbyshire,East Midlands,E,34696.0
2022,E07000136,South Derbyshire,East Midlands,E,35737.0
2023,E07000136,South Derbyshire,East Midlands,E,36809.0
2024,E07000136,South Derbyshire,East Midlands,E,37914.0
2010,E07000137,Blaby,East Midlands,E,19972.0
2011,E07000137,Blaby,East Midlands,E,20531.0
2012,E07000137,Blaby,East Midlands,E,21106.0
2013,E07000137,Blaby,East Midlands,E,21697.0
2014,E07000137,Blaby,East Midlands,E,22304.0
2015,E07000137,Blaby,East Midlands,E,22929.0
2016,E07000137,Blaby,East Midlands,E,23617.0
2017,E07000137,Blaby,East Midlands,E,24325.0
2018,E07000137,Blaby,East Midlands,E,25055.0
2019,E07000137,Blaby,East Midlands,E,25807.0
2020,E07000137,Blaby,East Midlands,E,26581.0
2021,E07000137,Blaby,East Midlands,E,27378.0
2022,E07000137,Blaby,East Midlands,E,28199.0
2023,E07000137,Blaby,East Midlands,E,29045.0
2024,E07000137,Blaby,East Midlands,E,29917.0
2010,E07000138,Charnwood,East Midlands,E,21420.0
2011,E07000138,Charnwood,East Midlands,E,22019.0
2012,E07000138,Charnwood,East Midlands,E,22636.0
2013,E07000138,Charnwood,East Midlands,E,23270.0
2014,E07000138,Charnwood,East Midlands,E,23921.0
2015,E07000138,Charnwood,East Midlands,E,24591.0
2016,E07000138,Charnwood,East Midlands,E,25329.0
2017,E07000138,Charnwood,East Midlands,E,26089.0
2018,E07000138,Charnwood,East Midlands,E,26872.0
2019,E07000138,Charnwood,East Midlands,E,27678.0
2020,E07000138,Charnwood,East Midlands,E,28508.0
2021,E07000138,Charnwood,East Midlands,E,29363.0
2022,E07000138,Charnwood,East Midlands,E,30244.0
2023,E07000138,Charnwood,East Midlands,E,31152.0
2024,E07000138,Charnwood,East Midlands,E,32086.0
2010,E07000139,Harborough,East Midlands,E,23370.0
2011,E07000139,Harborough,East Midlands,E,24024.0
2012,E07000139,Harborough,East Midlands,E,24697.0
2013,E07000139,Harborough,East Midlands,E,25388.0
2014,E07000139,Harborough,East Midlands,E,26099.0
2015,E07000139,Harborough,East Midlands,E,26830.0
2016,E07000139,Harborough,East Midlands,E,27635.0
2017,E07000139,Harborough,East Midlands,E,28464.0
2018,E07000139,Harborough,East Midlands,E,29318.0
2019,E07000139,Harborough,East Midlands,E,30197.0
2020,E07000139,Harborough,East Midlands,E,31103.0
2021,E07000139,Harborough,East Midlands,E,32036.0
2022,E07000139,Harborough,East Midlands,E,32997.0
2023,E07000139,Harborough,East Midlands,E,33987.0
2024,E07000139,Harborough,East Midlands,E,35007.0
2010,E07000140,Hinckley and Bosworth,East Midlands,E,26236.0
2011,E07000140,Hinckley and Bosworth,East Midlands,E,26971.0
2012,E07000140,Hinckley and Bosworth,East Midlands,E,27726.0
2013,E07000140,Hinckley and Bosworth,East Midlands,E,28503.0
2014,E07000140,Hinckley and Bosworth,East Midlands,E,29301.0
2015,E07000140,Hinckley and Bosworth,East Midlands,E,30121.0
2016,E07000140,Hinckley and Bosworth,East Midlands,E,31025.0
2017,E07000140,Hinckley and Bosworth,East Midlands,E,31955.0
2018,E07000140,Hinckley and Bosworth,East Midlands,E,32914.0
2019,E07000140,Hinckley and Bosworth,East Midlands,E,33902.0
2020,E07000140,Hinckley and Bosworth,East Midlands,E,34919.0
2021,E07000140,Hinckley and Bosworth,East Midlands,E,35966.0
2022,E07000140,Hinckley and Bosworth,East Midlands,E,37045.0
2023,E07000140,Hinckley and Bosworth,East Midlands,E,38157.0
2024,E07000140,Hinckley and Bosworth,East Midlands,E,39301.0
2010,E07000141,Melton,East Midlands,E,26181.0
2011,E07000141,Melton,East Midlands,E,26914.0
2012,E07000141,Melton,East Midlands,E,27667.0
2013,E07000141,Melton,East Midlands,E,28442.0
2014,E07000141,Melton,East Midlands,E,29238.0
2015,E07000141,Melton,East Midlands,E,30057.0
2016,E07000141,Melton,East Midlands,E,30958.0
2017,E07000141,Melton,East Midlands,E,31887.0
2018,E07000141,Melton,East Midlands,E,32844.0
2019,E07000141,Melton,East Midlands,E,33829.0
2020,E07000141,Melton,East Midlands,E,34844.0
2021,E07000141,Melton,East Midlands,E,35889.0
2022,E07000141,Melton,East Midlands,E,36966.0
2023,E07000141,Melton,East Midlands,E,38075.0
2024,E07000141,Melton,East Midlands,E,39217.0
2010,E07000142,North West Leicestershire,East Midlands,E,21036.0
2011,E07000142,North West Leicestershire,East Midlands,E,21625.0
2012,E07000142,North West Leicestershire,East Midlands,E,22231.0
2013,E07000142,North West Leicestershire,East Midlands,E,22853.0
2014,E07000142,North West Leicestershire,East Midlands,E,23493.0
2015,E07000142,North West Leicestershire,East Midlands,E,24151.0
2016,E07000142,North West Leicestershire,East Midlands,E,24876.0
2017,E07000142,North West Leicestershire,East Midlands,E,25622.0
2018,E07000142,North West Leicestershire,East Midlands,E,26390.0
2019,E07000142,North West Leicestershire,East Midlands,E,27182.0
2020,E07000142,North West Leicestershire,East Midlands,E,27998.0
2021,E07000142,North West Leicestershire,East Midlands,E,28838.0
2022,E07000142,North West Leicestershire,East Midlands,E,29703.0
2023,E07000142,North West Leicestershire,East Midlands,E,30594.0
2024,E07000142,North West Leicestershire,East Midlands,E,31512.0
